name,start,end,position,score,start_frame,end_frame,num_frames,target_distance,pdistance,pspeed,bspeed
spike,"07'16""","07'17""",bl,1,13103,13114,11,370.9191287,11.40175425,31.09569342,596.426409
block,"07'16""","07'17""",tl,0,13097,13104,7,0,76.24303247,326.7558534,640.0948215
serve,"07'38""","07'39""",bl,0,13786,13822,36,112.044634,71.84705979,59.87254983,597.0914826
dig,"07'40""","07'41""",tr,0,13821,13867,46,82.73451517,107.5174404,70.12006986,401.6584287
pass,"07'41""","07'42""",tl,0,13874,13906,32,52,91.43850392,85.72359744,375.9071349
spike,"07'43""","07'44""",tr,1,13916,13925,9,293.7481915,15.23154621,50.77182072,1889.906103
block,"07'43""","07'44""",br,0,13907,13915,8,0,79.00632886,296.2737332,575.404176
dig,"07'44""","07'45""",bl,0,13929,13953,24,719.5366565,59.41380311,74.2672539,1055.789182
serve,"08'03""","08'04""",tl,0,14546,14567,21,206.1552813,56.14267539,80.20382199,2420.433099
dig,"08'04""","08'05""",bl,0,14567,14612,45,364.8150216,422.6440583,281.7627055,564.2938278
pass,"08'06""","08'07""",br,0,14616,14658,42,223.2330621,200.1424493,142.9588923,513.2780691
spike,"08'08""","08'09""",bl,1,14666,14680,14,483.6744773,517.2001547,1108.286046,1432.547403
block,"08'08""","08'09""",tl,0,14660,14665,5,0,63.28506933,379.7104161,723.8001369
serve,"08'40""","08'41""",tr,0,15651,15673,22,29.68164416,37.73592453,51.45807891,683.754576
dig,"08'41""","08'42""",bl,0,15674,15720,46,375.3411781,378.8680509,247.0878593,512.9172339
pass,"08'43""","08'44""",br,0,15723,15763,40,238.8179223,205.3801354,154.0351015,402.2144979
spike,"08'45""","08'46""",bl,0,15773,15803,30,346.0664676,231.0779089,231.077909,323.9231514
block,"08'45""","08'46""",tl,0,15765,15775,10,0,61.6116872,184.8350616,533.3871678
dig,"08'46""","08'47""",tr,0,15803,15841,38,253.4324368,118.2708755,93.37174383,307.5498516
dig,"08'47""","08'48""",tr,0,15841,15871,30,166.6043217,148.6068639,148.6068639,318.4243413
pass,"08'48""","08'49""",bl,0,15872,15913,41,144.0138882,103.4649699,75.70607556,423.2452092
dig,"08'50""","08'51""",br,0,15914,15950,36,197.4335331,173.971262,144.9760517,487.4690685
spike,"08'51""","08'52""",bl,1,15961,15977,16,496.6950775,11.66190379,21.86606961,393.3041166
dig,"08'52""","08'53""",tl,0,15979,16001,22,311.0401903,217.331544,296.3611963,252.7182982
serve,"09'19""","09'20""",br,0,16805,16838,33,30.23243292,10.44030651,9.49118775,419.2659711
dig,"09'20""","09'21""",tr,0,16837,16882,45,24.18677324,44.94441011,29.96294007,366.7388742
pass,"09'22""","09'23""",tl,0,16887,16930,43,124.8078523,62.39390996,43.53063486,686.7064749
spike,"09'23""","09'24""",tr,0,16939,16955,16,110.1362792,39.29376541,73.67581014,768.7844901
block,"09'23""","09'24""",br,1,16931,16940,9,0,88.09086218,293.6362073,0
serve,"09'44""","09'45""",bl,0,17558,17592,34,171.1432149,122.3764683,107.9792368,512.5293519
dig,"09'45""","09'46""",tr,0,17592,17631,39,227.5280203,226.1061698,173.9278229,343.4332209
pass,"09'47""","09'48""",tl,0,17638,17681,43,137.8876354,149.8832879,104.5697358,903.5159313
spike,"09'49""","09'50""",tr,0,17690,17707,17,703.6831673,111.5437134,196.8418472,677.0692761
block,"09'49""","09'50""",br,1,17682,17690,8,0,85.47514259,320.5317846,625.6071252
serve,"10'09""","10'10""",bl,0,18291,18329,38,139.7032569,101.7889974,80.35973481,387.5018091
dig,"10'10""","10'11""",tl,0,18328,18374,46,101.2126474,119.2057046,77.7428508,858.1700952
pass,"10'12""","10'13""",tr,0,18381,18422,41,72.40165744,79.12016178,57.89280129,780.5245668
spike,"10'14""","10'15""",tl,0,18431,18456,25,559.7159994,483.4894001,580.18728,820.7686356
block,"10'14""","10'15""",bl,0,18425,18432,7,0,73.97972695,317.0559726,678.7238034
dig,"10'15""","10'16""",br,0,18455,18488,33,158.0696049,120.4159458,109.4690416,454.0580772
dig,"10'16""","10'17""",bl,0,18488,18519,31,107.7868267,72.83543094,70.4859009,495.049749
spike,"10'17""","10'18""",br,1,18530,18552,22,445.8183487,172.0726591,234.6445351,718.4911143
pass,"10'18""","10'19""",tr,0,18530,18552,22,445.8183487,172.0726591,234.6445351,718.4911143
serve,"10'39""","10'40""",bl,0,19217,19251,34,69,10.44030651,9.21203514,374.5210884
dig,"10'41""","10'42""",tl,0,19251,19303,52,393.9746185,401.4037867,231.5791077,920.81142
pass,"10'43""","10'44""",tl,0,19309,19357,48,230.8267749,186.5931403,116.6207127,541.7512401
spike,"10'44""","10'45""",tr,1,19359,19400,41,661.3561824,108.0601684,79.06841592,893.4171654
block,"10'44""","10'45""",br,0,19352,19361,9,0,105.848949,352.8298299,0
serve,"11'12""","11'14""",tr,0,20224,20239,15,14.31782106,12.64911064,25.29822129,803.7632289
dig,"11'14""","11'15""",br,0,20242,20283,41,387.3822402,308.4623154,225.7041332,460.2442173
dig,"11'15""","11'16""",bl,0,20285,20317,32,174.183811,158.2403236,148.3503033,560.2815576
spike,"11'16""","11'17""",br,1,20327,20353,26,375.8257575,74,85.38461538,325.6043298
block,"11'16""","11'17""",tr,0,20319,20328,9,0,71.11961755,237.0653918,0
serve,"11'38""","11'40""",br,0,21015,21037,22,215.3717716,19.31320792,26.33619261,392.3120061
serve,"13'07""","13'09""",bl,0,23654,23677,23,78.16009212,54.91812087,71.63233158,979.3853742
dig,"13'09""","13'10""",tr,0,23677,23720,43,416.194666,319.640423,223.0049463,410.0687883
dig,"13'10""","13'11""",tl,0,23720,23763,43,130.9083649,105.9481005,73.91727942,1155.268306
spike,"13'12""","13'13""",tl,1,23772,23783,11,269.9796289,48.0416486,131.022678,1565.195364
block,"13'12""","13'13""",br,0,23765,23773,8,0,54.40588203,204.0220576,722.4355842
serve,"13'30""","13'31""",tr,0,24344,24377,33,60.21627687,56.72741841,51.57038037,561.6597768
dig,"13'32""","13'33""",bl,0,24377,24419,42,215.3903433,226.5502152,161.8215823,477.7055457
pass,"13'33""","13'34""",br,0,24421,24465,44,116.5203845,159.3643624,108.6575198,487.5589986
spike,"13'35""","13'36""",bl,0,24473,24494,21,250.6391829,264.319882,377.5998315,294.9609096
block,"13'35""","13'36""",tl,0,24466,24474,8,0,71.44928271,267.9348102,736.2383877
dig,"13'36""","13'37""",tr,0,24496,24536,40,157.0031847,132.6084462,99.45633465,396.8687334
dig,"13'37""","13'38""",tl,0,24536,24591,55,117.3243368,100.20978,54.65987997,1352.623748
spike,"13'39""","13'40""",tl,0,24590,24598,8,54.40588203,4.472135955,16.77050982,606.5577822
block,"13'39""","13'40""",bl,1,24584,24593,9,0,66.75327707,222.5109236,779.693523
dig,"13'40""","13'41""",tr,0,24608,24650,42,598.0409685,207.021738,147.87267,421.1653065
serve,"14'04""","14'06""",bl,0,25396,25417,21,37,44.38468204,63.40668864,817.3397592
dig,"14'06""","14'07""",tr,0,25417,25457,40,124.6515142,114.5862121,85.93965906,314.9969952
pass,"14'08""","14'09""",tl,0,25462,25510,48,99.70456359,25.8069758,16.12935987,870.2924013
spike,"14'10""","14'11""",tr,1,25510,25527,17,771.0933796,61.68468205,108.8553213,1359.436182
block,"14'10""","14'11""",br,0,25504,25511,7,0,67.72001181,290.2286221,649.8001311
serve,"14'30""","14'32""",tl,0,26184,26211,27,203.039405,5.099019514,5.66557725,913.4834325
serve,"14'50""","14'51""",bl,0,26754,26786,32,138.4377116,108.7795937,101.9808691,569.8569774
dig,"14'51""","14'52""",tl,0,26786,26831,45,449.964443,392.474203,261.6494687,396.7326159
dig,"14'53""","14'54""",tl,0,26831,26870,39,92.76313923,81.32035416,62.55411858,583.3077927
spike,"14'54""","14'55""",tr,1,26878,26921,43,215.2045539,133.6600165,93.25117428,487.0208637
block,"14'54""","14'55""",bl,0,26872,26880,8,0,78.85429601,295.7036101,0
serve,"15'19""","15'20""",tr,0,27600,27632,32,106.9205312,24.69817807,23.15454195,538.5140613
dig,"15'20""","15'21""",bl,0,27632,27674,42,228.1775624,262.091587,187.2082765,568.5964821
pass,"15'21""","15'22""",bl,0,27677,27720,43,311.2699793,210.6798519,146.9859432,583.3206357
spike,"15'23""","15'24""",br,1,27727,27737,10,89.47066558,15.8113883,47.4341649,1292.892737
block,"15'23""","15'24""",tr,0,27721,27727,6,0,68.47627326,342.3813663,0
serve,"15'47""","15'48""",bl,0,28470,28495,25,178.7176544,29.73213749,35.678565,499.7658627
serve,"16'13""","16'14""",br,0,29238,29270,32,64.5368112,15,14.0625,377.1259866
dig,"16'15""","16'16""",tr,0,29270,29314,44,307.1742177,293.743085,200.2793762,523.2545391
pass,"16'17""","16'18""",tl,0,29314,29357,43,74.14849965,92.09777413,64.25426103,544.9507767
spike,"16'18""","16'19""",tr,1,29366,29398,32,541.1635612,315.2982715,295.5921295,744.2366433
block,"16'18""","16'19""",br,0,29359,29365,6,0,66.64082833,333.2041416,680.2182306
serve,"16'38""","16'39""",tr,0,29994,30025,31,197.9898987,156.2369995,151.1970962,550.9438359
dig,"16'40""","16'41""",br,0,30025,30065,40,97.12878049,143.9618005,107.9713504,459.3065838
dig,"16'41""","16'42""",bl,0,30067,30109,42,164.0274367,233.4202219,166.7287299,474.7984212
spike,"16'43""","16'44""",br,1,30108,30121,13,200.0025,29,66.92307693,528.3433422
serve,"17'02""","17'03""",bl,0,30702,30735,33,37.21558813,19.92485885,18.11350803,744.3882336
dig,"17'03""","17'04""",tr,0,30734,30779,45,125.09996,78.54934755,52.36623171,468.2504358
dig,"17'05""","17'06""",tl,0,30779,30818,39,102.7277957,76.32168761,58.70899047,1202.538192
spike,"17'07""","17'08""",tr,1,30828,30869,41,1055.970644,7,5.12195121,730.9891146
block,"17'07""","17'08""",bl,0,30824,30829,5,0,54.03702434,324.2221461,649.3549122
serve,"17'31""","17'32""",tl,0,31589,31625,36,196.0841656,179.0251379,149.1876149,376.8663672
dig,"17'32""","17'34""",bl,0,31625,31667,42,78.89233169,108.9311709,77.80797924,405.8329683
pass,"17'35""","17'36""",br,0,31667,31700,33,118.5959527,167.725967,152.4781518,424.8302367
spike,"17'36""","17'37""",bl,1,31699,31731,32,372.2270812,81.0246876,75.96064461,264.0964718
block,"17'36""","17'37""",tl,0,31693,31700,7,0,60.74537019,260.3373008,382.977471
serve,"17'56""","17'57""",br,0,32327,32357,30,56.22277119,59.30430001,59.3043,429.9196659
dig,"17'58""","17'59""",tl,0,32355,32392,37,68.8839604,42.63801121,34.57136043,383.4718794
pass,"17'59""","18'00""",tr,0,32393,32434,41,77.38862966,70.71067812,51.73952058,559.7275752
spike,"18'00""","18'01""",tl,1,32444,32462,18,439.2322848,163.1502375,271.9170625,1216.399134
block,"18'00""","18'01""",br,0,32438,32445,7,0,75.23961722,322.4555025,0
serve,"18'22""","18'23""",tl,0,33133,33152,19,172.8380745,23.19482701,36.62341107,802.2405831
dig,"18'23""","18'24""",bl,0,33152,33215,63,552.0009058,457.3543484,217.787785,952.7255505
dig,"18'26""","18'27""",br,0,33218,33270,52,162.6345597,140.7302384,81.19052214,1057.566875
spike,"18'28""","18'29""",bl,0,33280,33292,12,169.1892432,46.61544808,116.5386202,646.547457
block,"18'28""","18'29""",tl,0,33274,33279,5,0,38.01315562,228.0789337,1085.851943
pass,"18'29""","18'30""",br,0,33292,33349,57,363.3414372,307.6003901,161.8949422,1210.854635
dig,"18'31""","18'32""",bl,0,33353,33401,48,65.29931087,119.3398508,74.58740679,749.3184585
spike,"18'32""","18'33""",tr,1,33410,33430,20,921.6615431,82.21921916,123.3288287,1719.187962
serve,"18'58""","18'59""",tl,0,34200,34220,20,50.03998401,90.27181177,135.4077176,926.0835426
dig,"19'00""","19'01""",br,0,34220,34267,47,484.1094917,489.6335364,312.5320446,524.6281038
pass,"19'01""","19'02""",br,0,34267,34312,45,259.5630944,239.6434852,159.7623235,532.8954753
block,"19'01""","19'02""",tr,0,34261,34269,8,0,47.4341649,177.8781184,638.7253464
dig,"19'02""","19'03""",bl,0,34314,34359,45,183.613725,202.0890893,134.7260595,449.9827608
pass,"19'04""","19'05""",tr,0,34364,34414,50,192.2004162,216.5917819,129.9550692,1354.391491
pass,"19'06""","19'07""",tl,0,34418,34454,36,155.3319027,37.73592453,31.44660378,1271.398142
spike,"19'08""","19'09""",tr,1,34464,34494,30,311.2619476,260.403533,260.403533,150.6322648
block,"19'08""","19'09""",br,0,34453,34466,13,0,86.83317338,200.3842463,541.7018586
serve,"19'41""","19'43""",br,0,35507,35535,28,200.0025,29.15475947,31.2372423,760.1913267
serve,"20'04""","20'05""",tr,0,36144,36177,33,96.5194281,123.1015841,111.910531,466.0099674
dig,"20'05""","20'06""",br,0,36178,36217,39,205.8834622,180.3136157,138.7027813,730.653768
pass,"20'07""","20'08""",bl,0,36222,36262,40,256.4624729,196.9390769,147.7043077,553.2189771
spike,"20'08""","20'09""",br,0,36269,36286,17,437.4574265,36.12478374,63.74961837,1209.338662
block,"20'08""","20'09""",tr,1,36262,36268,6,0,46.5188134,232.594067,646.4961402
