name,start,end,position,score,start_frame,end_frame,num_frames,target_distance,pdistance,pspeed,bspeed
pass,"02'37""","02'38""",tl,0,3154,3188,34,146.013698,75.3923073,44.34841606,303.579635
spike,"02'38""","02'39""",tr,0,3188,3204,16,231.4649001,131.5750736,164.468842,394.172283
block,"02'38""","02'39""",br,0,3184,3189,5,0,76.4198927,305.6795708,317.2268884
dig,"02'39""","02'40""",bl,0,3204,3225,21,258.0077518,294.0272096,280.0259139,192.9642342
pass,"02'40""","02'41""",br,0,3225,3252,27,123.3693641,220.517573,163.3463504,309.9238179
spike,"02'41""","02'42""",bl,0,3252,3265,13,203.2732152,19.6977156,30.30417785,501.0681761
block,"02'41""","02'42""",tl,1,3250,3525,275,0,24.08318916,1.751504666,467.2918227
serve,"03'10""","03'12""",bl,0,3846,3863,17,214.0373799,62.09669879,73.05493975,395.792718
serve,"03'28""","03'29""",tl,0,4200,4224,24,222.3150917,120.4159458,100.3466215,163.2934496
dig,"03'30""","03'31""",br,0,4224,4258,34,145.3822548,145.1344205,85.3731885,297.2459486
pass,"03'32""","03'33""",bl,0,4259,4285,26,166.4692164,148.0810589,113.9085068,359.9053183
spike,"03'33""","03'34""",br,0,4290,4304,14,208.4706214,118,168.5714286,236.3003179
block,"03'33""","03'34""",tr,0,4287,4291,4,0,47.5394573,237.6972865,326.8713124
pass,"03'35""","03'36""",tl,0,4305,4332,27,209.6091601,74,54.81481481,243.4501962
dig,"03'36""","03'37""",tr,0,4333,4358,25,86.83317338,117.3371212,93.86969692,194.1602593
dig,"03'37""","03'38""",tl,0,4358,4391,33,98.08159868,95.60334722,57.94142256,349.7612244
dig,"03'38""","03'39""",br,0,4392,4419,27,176.4086166,163.6704005,121.2373337,285.810327
spike,"03'40""","03'41""",bl,0,4424,4433,9,196,111.8033989,248.4519975,360.1174734
block,"03'40""","03'41""",tl,0,4420,4423,3,0,37.73592453,251.5728302,311.5848495
dig,"03'41""","03'42""",tr,0,4433,4449,16,34.92849839,72.80109889,91.00137362,180.5979446
pass,"03'42""","03'43""",tl,0,4449,4471,22,361.2256912,327.6217331,297.8379392,200.9595091
dig,"03'43""","03'44""",br,0,4471,4502,31,125.2836781,63.2455532,40.80358271,258.4257525
dig,"03'44""","03'45""",bl,0,4503,4534,31,184.889156,214.5972973,138.4498692,402.4862129
spike,"03'45""","03'46""",br,0,4536,4560,24,287.116701,183.8477631,153.2064693,244.732036
serve,"04'13""","04'14""",tl,0,5095,5109,14,107.8702925,10,14.28571429,258.1756986
dig,"04'14""","04'15""",br,0,5109,5144,35,652.432372,574.167223,328.095556,218.8303112
dig,"04'17""","04'18""",br,0,5144,5173,29,157.276826,218.8880993,150.9573098,236.9012581
spike,"04'18""","04'19""",bl,0,5181,5206,25,385.1700923,62.80127387,50.2410191,173.8395041
block,"04'18""","04'19""",tr,0,5171,5175,4,0,59.22837158,296.1418579,327.727121
dig,"04'19""","04'20""",bl,0,5190,5204,14,16.1245155,76.4198927,109.1712753,130.4264173
pass,"04'20""","04'21""",br,0,5206,5224,18,84.02380615,52.15361924,57.94846582,176.5492304
dig,"04'21""","04'22""",tr,0,5226,5251,25,18.43908891,53.66563146,42.93250517,157.7225572
pass,"04'22""","04'23""",tl,0,5252,5280,28,93.38094024,76.65507159,54.75362256,240.6214035
spike,"04'23""","04'24""",tr,0,5284,5310,26,554.0036101,454.1101188,349.315476,544.4622965
block,"04'23""","04'24""",br,1,5280,5284,4,0,57.27128425,286.3564213,322.9518893
serve,"04'51""","04'52""",br,0,5833,5856,23,205.9126028,159.5242928,138.7167764,153.0227846
dig,"04'52""","04'53""",tr,0,5856,5882,26,192.3330445,161.3071604,124.0824311,185.2184018
pass,"04'53""","04'54""",tl,0,5883,5914,31,108.240473,121.6223664,78.46604282,276.3888764
spike,"04'54""","04'55""",tr,1,5918,5936,18,602.8498984,340.2881132,378.0979036,311.125559
block,"04'54""","04'55""",br,0,5912,5918,6,0,71.38627319,237.954244,157.888836
serve,"05'18""","05'19""",tl,0,6383,6406,23,214.7556751,168.7601849,146.7479869,221.8769896
dig,"05'19""","05'20""",bl,0,6405,6438,33,205.7668584,205.5723717,124.5893162,307.0797342
pass,"05'20""","05'21""",br,0,6441,6474,33,234.5463707,245.8373446,148.9923301,394.1974742
spike,"05'22""","05'23""",bl,0,6474,6485,11,564.2871609,52,94.54545455,569.1943221
block,"05'22""","05'23""",tr,1,6470,6474,4,0,50.35871325,251.7935662,348.1164637
serve,"05'41""","05'42""",tr,0,6839,6863,24,94.25497334,73.37574531,61.14645443,192.14159
dig,"05'42""","05'43""",bl,0,6864,6894,30,168.7601849,177.6288265,118.4192177,249.2176181
pass,"05'44""","05'45""",br,0,6896,6932,36,153.0620789,236.1355543,131.1864191,382.14687
spike,"05'46""","05'47""",bl,0,6933,6948,15,352.2044861,318.0565987,424.075465,123.0758455
block,"05'46""","05'47""",tl,0,6929,6933,4,0,53.85164807,269.2582404,363.4683558
dig,"05'47""","05'48""",tl,0,6949,6972,23,83.18653737,103.247276,89.78023999,163.7865926
pass,"05'48""","05'49""",tr,0,6974,7006,32,113.1724348,84.85281374,53.03300859,302.603814
spike,"05'50""","05'51""",tl,0,7007,7022,15,418.7791781,15.23154621,20.30872828,285.5792546
block,"05'50""","05'51""",bl,1,7003,7007,4,0,52.49761899,262.488095,307.4252102
serve,"06'13""","06'14""",bl,0,7486,7502,16,47.07440918,17.20465053,21.50581317,492.4491682
dig,"06'14""","06'15""",tr,0,7502,7535,33,285.2718002,250.8385935,152.02339,207.9421116
pass,"06'16""","06'17""",tl,0,7535,7566,31,92.77930804,82.29216245,53.09171771,344.3557661
spike,"06'17""","06'18""",tr,1,7568,7590,22,710.7882948,168.4280262,153.1163874,312.2705527
block,"06'17""","06'18""",br,0,7563,7569,6,0,70.25667228,234.1889076,274.2963071
serve,"06'51""","06'52""",br,0,8252,8270,18,40.44749683,12,13.33333333,327.0294669
dig,"06'52""","06'53""",tl,0,8271,8302,31,335.2610923,348.0804505,224.5680326,219.6009169
pass,"06'54""","06'55""",tr,0,8305,8334,29,89.55445271,86,59.31034483,336.2335902
spike,"06'55""","06'56""",tl,0,8336,8346,10,364.2636408,113.4372073,226.8744146,273.7697768
block,"06'55""","06'56""",bl,1,8331,8337,6,0,81.41252975,271.3750992,281.2745714
serve,"07'28""","07'29""",br,0,9001,9017,16,156.588633,50.03998401,62.54998002,227.7953556
serve,"07'49""","07'50""",tl,0,9398,9416,18,88.09086218,64.49806199,71.66451332,250.9138119
dig,"07'50""","07'51""",bl,0,9416,9444,28,136.8941197,169.3871306,120.9908075,230.726252
pass,"07'51""","07'52""",br,0,9445,9475,30,303.4534561,245.8373446,163.8915631,416.5012037
spike,"07'52""","07'53""",bl,1,9477,9495,18,243.1871707,52,57.77777778,149.9471509
block,"07'52""","07'53""",tl,0,9474,9478,4,0,38.47076812,192.3538406,346.0412815
serve,"08'13""","08'14""",bl,0,9880,9905,25,150.0533239,98,78.4,131.8781018
dig,"08'15""","08'16""",tl,0,9905,9939,34,201.1367694,214.4108206,126.1240121,259.308394
pass,"08'16""","08'17""",tr,0,9939,9970,31,163.2176461,151.9210321,98.01356911,406.4752844
spike,"08'17""","08'18""",tl,0,9974,9994,20,369.7566767,287.5691221,287.5691221,391.0450878
block,"08'17""","08'18""",bl,1,9969,9974,5,0,86.83317338,347.3326935,344.9484964
serve,"08'34""","08'36""",bl,0,10318,10344,26,118.0169479,59.21148537,45.54729644,223.7223917
dig,"08'36""","08'37""",tl,0,10345,10376,31,190.0421006,164.0487732,105.8379182,206.2328961
dig,"08'38""","08'39""",tr,0,10376,10409,33,81.60882305,111.5168149,67.58594841,282.610651
spike,"08'39""","08'40""",tl,1,10411,10431,20,543.1758463,112.6410227,112.6410227,370.6897094
block,"08'39""","08'40""",br,0,10407,10411,4,0,56.32051136,281.6025568,84.85281374
serve,"08'58""","08'59""",tr,0,10767,10792,25,209.3131625,78,62.4,159.1010635
serve,"09'17""","09'18""",bl,0,11173,11186,13,114.437756,16,24.61538462,309.4806695
dig,"09'19""","09'20""",tl,0,11186,11226,40,69.57010852,74.40430095,37.20215048,344.9925239
dig,"09'20""","09'21""",tr,0,11227,11260,33,53.36665626,70,42.42424242,528.8050553
spike,"09'21""","09'22""",tl,1,11261,11282,21,473.2356707,20,19.04761905,381.9736836
block,"09'21""","09'22""",bl,0,11255,11260,5,0,68.02940541,272.1176216,0
serve,"10'44""","10'45""",br,0,12910,12930,20,118.0381294,68.73136111,68.73136111,190.0454359
dig,"10'46""","10'47""",tr,0,12930,12955,25,158.113883,173.6663468,138.9330774,167.4615076
pass,"10'47""","10'48""",tl,0,12955,12985,30,79.24645102,109.2886087,72.85907249,287.1990632
spike,"10'48""","10'49""",tr,1,12986,13005,19,666.1080993,314.0254767,330.5531333,434.9724371
block,"10'48""","10'49""",br,0,12985,12987,2,0,10.77032961,107.7032961,299.6806795
serve,"11'08""","11'09""",tr,0,13375,13399,24,91.23595782,107.5174404,89.59786704,254.7181772
dig,"11'09""","11'10""",bl,0,13399,13428,29,274.1167634,277.3084925,191.2472362,272.87636
pass,"11'11""","11'12""",br,0,13430,13464,34,198.0403999,156.8183663,92.24609781,288.8957997
spike,"11'12""","11'13""",bl,0,13465,13491,26,311.8589425,166.7693017,128.2840783,205.7648294
block,"11'12""","11'13""",tl,0,13460,13465,5,0,50.03998401,200.1599361,1734.012687
dig,"11'14""","11'15""",tr,0,13491,13521,30,452.4422615,469.9361659,313.2907773,250.8200672
spike,"11'15""","11'16""",tr,0,13522,13541,19,128.015624,147.4720312,155.2337171,320.7061653
dig,"11'16""","11'17""",bl,0,13540,13565,25,305.2867504,308.6033052,246.8826442,223.5827758
dig,"11'18""","11'19""",tl,0,13564,13595,31,161.9012044,120.4159458,77.68770696,201.7923062
dig,"11'19""","11'20""",tr,0,13595,13623,28,106.282642,65.60487787,46.86062705,217.7974886
spike,"11'20""","11'21""",tl,1,13623,13630,7,403.9851482,124.2577965,355.0222758,1124.234536
block,"11'20""","11'21""",bl,0,13618,13623,5,0,61.77378085,247.0951234,259.1560758
serve,"11'42""","11'43""",tr,0,14068,14092,24,34.05877273,56.35601121,46.96334268,292.3228649
dig,"11'43""","11'44""",bl,0,14092,14124,32,262.1907702,296.1688707,185.1055442,252.4265497
pass,"11'45""","11'46""",br,0,14125,14159,34,185.148589,137.1860051,80.69765007,350.1331546
spike,"11'47""","11'48""",bl,0,14159,14170,11,75.31268154,18.86796226,34.30538593,277.8488798
block,"11'47""","11'48""",tl,1,14157,14159,2,0,24.16609195,241.6609195,413.0559729
serve,"13'05""","13'06""",tr,0,15721,15747,26,68.11754546,26,20,296.671972
dig,"13'07""","13'08""",bl,0,15747,15778,31,327.8353245,355.5334021,229.3763884,251.734261
pass,"13'08""","13'09""",br,0,15778,15813,35,190.7668734,215.127869,122.9302108,466.4535191
spike,"13'09""","13'10""",bl,1,15815,15825,10,295.3303235,174.0114939,348.0229877,519.7055989
block,"13'09""","13'10""",tl,0,15810,15813,3,0,36.05551275,240.370085,368.863391
serve,"13'28""","13'29""",bl,0,16180,16203,23,112.9247537,105.6787585,91.89457262,216.1356695
dig,"13'29""","13'30""",tr,0,16203,16228,25,63.5295207,72.11102551,57.68882041,157.2644479
pass,"13'31""","13'32""",tl,0,16229,16258,29,100.6578363,74.43117626,51.3318457,264.9519118
spike,"13'32""","13'33""",tr,0,16261,16275,14,136.5283853,64.03124237,91.47320339,190.1433447
block,"13'32""","13'33""",br,0,16257,16265,8,0,68.35202996,170.8800749,200.0739366
dig,"13'33""","13'34""",tl,0,16274,16300,26,66.24198065,36.49657518,28.0742886,170.2128412
dig,"13'34""","13'35""",tr,0,16300,16327,27,171.4059509,77.89736838,57.70175435,280.2499223
spike,"13'35""","13'36""",tl,1,16328,16338,10,606.5904714,170.2938637,340.5877273,698.7908861
serve,"13'58""","13'59""",tl,0,16788,16809,21,28.0713377,11.66190379,11.10657504,252.1197442
dig,"14'00""","14'01""",bl,0,16809,16838,29,295.2558213,321.4093963,221.6616526,233.8783634
pass,"14'01""","14'02""",br,0,16838,16872,34,230.2172887,300.8321791,176.9601054,498.5837322
spike,"14'02""","14'03""",bl,1,16873,16889,16,505.8141951,150.6519167,188.3148959,462.3760228
block,"14'02""","14'03""",tl,0,16869,16872,3,0,32.80243893,218.6829262,371.2913761
serve,"14'22""","14'23""",br,0,17271,17296,25,60.95900262,37.20215048,29.76172038,147.621099
dig,"14'24""","14'25""",tr,0,17297,17316,19,129.1200991,107.5174404,113.1762531,175.1379415
pass,"14'25""","14'26""",tl,0,17316,17347,31,114.5425685,100.3194896,64.72225138,287.6057581
spike,"14'26""","14'27""",tr,1,17347,17359,12,615.4867992,380.7571404,634.5952341,486.0474351
block,"14'26""","14'27""",br,0,17345,17347,2,0,14.14213562,141.4213562,0
serve,"14'57""","14'58""",bl,0,17969,17992,23,20,26.90724809,23.39760704,301.8921719
dig,"14'58""","14'59""",tr,0,17993,18026,33,207.2389925,184.6185256,111.8900155,243.0003613
pass,"15'01""","15'02""",tl,0,18026,18060,34,74.43117626,26.07680962,15.33929978,290.1650508
spike,"15'02""","15'03""",tr,1,18060,18070,10,154.9838701,88.5663593,177.1327186,627.8980499
block,"15'02""","15'03""",br,0,18056,18060,4,0,58,290,334.7111853
serve,"15'19""","15'20""",tl,0,18408,18427,19,204.7144353,131.8483978,138.7877871,261.5382281
dig,"15'20""","15'21""",bl,0,18427,18450,23,95.26804291,109.8362417,95.50977543,194.0582778
pass,"15'21""","15'22""",br,0,18452,18481,29,176.0113633,217.0437744,149.6853616,468.88041
spike,"15'22""","15'23""",bl,1,18483,18507,24,443.0620724,256.3825267,213.6521056,177.7496817
block,"15'22""","15'23""",tl,0,18478,18483,5,0,50.99019514,203.9607805,255.5828721
serve,"15'45""","15'46""",br,0,18942,18955,13,202.4845673,10,15.38461538,497.2375887
dig,"15'46""","15'47""",tl,0,18955,18986,31,186.0752536,240.3081355,155.0375068,264.1829875
pass,"15'49""","15'50""",tr,0,18987,19018,31,54.58937626,28.63564213,18.47460782,257.279237
spike,"15'50""","15'51""",tl,0,19019,19044,25,403.7672597,281.2329995,224.9863996,116.6190379
block,"15'50""","15'51""",br,1,19017,19020,3,0,17.08800749,113.9200499,273.8654945
serve,"16'14""","16'15""",br,0,19512,19524,12,118.2708755,21.26029163,35.43381938,611.3351919
dig,"16'15""","16'16""",tl,0,19525,19564,39,281.6238626,260.8371139,133.7626225,312.7986607
dig,"16'18""","16'19""",tr,0,19564,19596,32,62.03224968,86.92525525,54.32828453,279.5230334
spike,"16'19""","16'20""",tl,1,19596,19606,10,475.9202,207.3933461,414.7866922,478.255087
block,"16'19""","16'20""",bl,0,19592,19596,4,0,69.85699679,349.2849839,330.7106781
serve,"16'39""","16'40""",tl,0,20007,20026,19,154.4020725,120.0666482,126.3859454,284.584637
dig,"16'41""","16'42""",bl,0,20026,20056,30,490.9175083,425.8826129,283.921742,232.5740175
dig,"16'42""","16'43""",br,0,20056,20091,35,463.9396512,439.2812311,251.0178463,557.7688726
spike,"16'43""","16'44""",br,1,20091,20105,14,197.4335331,78.23042886,111.7577555,207.5668012
serve,"17'04""","17'05""",bl,0,20503,20525,22,29.73213749,61.3514466,55.77404236,243.2373551
dig,"17'05""","17'06""",tr,0,20524,20556,32,295.6010825,273.9415996,171.2134998,187.3478447
pass,"17'07""","17'08""",tl,0,20556,20590,34,84.59314393,82.21921916,48.36424657,368.8843568
spike,"17'09""","17'10""",tr,0,20590,20598,8,252.9822128,598.0033445,1495.008361,488.8407273
block,"17'09""","17'10""",bl,1,20586,20591,5,0,86.16263691,344.6505477,326.3673814
serve,"17'27""","17'28""",bl,0,20959,20982,23,81.60882305,60.8276253,52.89358722,195.1496414
dig,"17'28""","17'29""",tr,0,20982,21012,30,197.3626104,181.6480113,121.0986742,169.8936017
pass,"17'30""","17'31""",tl,0,21013,21048,35,116.5160933,139.4417441,79.68099663,332.4104961
spike,"17'31""","17'32""",tr,0,21049,21063,14,240.2998127,110.0727032,157.2467189,117.2713803
block,"17'31""","17'32""",br,0,21043,21048,5,0,89.55445271,358.2178108,363.2163611
dig,"17'32""","17'33""",tr,0,21067,21098,31,14.14213562,24.73863375,15.96040887,224.6153907
pass,"17'33""","17'34""",tl,0,21099,21133,34,227.0946939,168.6179113,99.18700663,352.6199038
spike,"17'34""","17'35""",tr,0,21133,21140,7,146.1232357,38.47076812,109.9164804,674.354521
block,"17'34""","17'35""",br,0,21128,21133,5,0,77.79460136,311.1784054,339.6152634
pass,"17'36""","17'37""",bl,0,21140,21177,37,242.4046204,222.8272874,120.4471824,365.5056332
pass,"17'38""","17'39""",br,0,21179,21210,31,103.8460399,198.6454127,128.1583308,292.5214445
spike,"17'39""","17'40""",bl,0,21210,21225,15,271.5879231,152.4729484,203.2972646,137.8929178
block,"17'39""","17'40""",tl,0,21206,21210,4,0,32.06243908,160.3121954,368.9897131
dig,"17'40""","17'41""",bl,0,21229,21246,17,61.6116872,58.13776741,68.39737343,153.3602533
spike,"17'41""","17'42""",br,1,21247,21257,10,159.5242928,49.39635614,98.79271228,118.1568641
dig,"17'42""","17'43""",tl,0,21257,21297,40,519.8922965,110.0181803,55.00909016,471.6854497
