name,start,end,position,score,start_frame,end_frame,num_frames,target_distance,pdistance,pspeed,bspeed
serve,"05'49""","05'50""",br,0,6665,6683,18,53.08483776,20.88061302,1.160034057,404.0055133
dig,"05'50""","05'51""",tl,0,6684,6709,25,82.46211251,88.54377448,3.541750979,178.6223243
pass,"05'51""","05'53""",tr,0,6710,6742,32,77.62087348,60.81118318,1.900349474,311.3414345
spike,"05'53""","05'54""",tl,0,6742,6753,11,152.0427571,64.93843238,5.903493853,492.9320621
block,"05'53""","05'54""",bl,1,6737,6742,5,0,38.01315562,7.602631123,350.4589742
serve,"06'17""","06'18""",br,0,7190,7202,12,56.00892786,4.472135955,0.372677996,534.6409069
dig,"06'18""","06'19""",tl,0,7202,7243,41,8.94427191,8.94427191,0.218152973,329.5407036
dig,"06'19""","06'21""",tr,0,7243,7274,31,49.24428901,44.14748011,1.424112262,326.199414
spike,"06'21""","06'22""",tl,1,7274,7282,8,387.6248186,106.0754448,13.25943061,1242.785626
block,"06'21""","06'22""",bl,0,7270,7273,3,0,31,10.33333333,323.1634627
serve,"07'14""","07'15""",tr,1,8281,8299,18,81.21576202,61.39218191,3.410676773,300.1691664
serve,"07'32""","07'33""",tr,0,8615,8640,25,141.2090649,48.75448697,1.950179479,166.791578
serve,"07'58""","07'59""",tr,0,9117,9139,22,32,60.13318551,2.733326614,222.6496538
dig,"07'59""","08'00""",br,0,9139,9172,33,101.5480182,104.8093507,3.176040931,317.4964342
pass,"08'00""","08'02""",bl,0,9170,9204,34,103.247276,115.9180745,3.409355133,314.8393406
spike,"08'02""","08'04""",br,0,9204,9224,20,170.4230031,168.7601849,8.438009244,188.149009
block,"08'02""","08'04""",tr,0,9199,9204,5,0,29.42787794,5.885575588,370.5687335
dig,"08'04""","08'05""",tr,0,9224,9243,19,92.39588735,60.5309838,3.185841253,125.416155
dig,"08'05""","08'06""",tl,0,9243,9262,19,26.62705391,28.01785145,1.474623761,159.9954198
spike,"08'06""","08'07""",tr,1,9262,9274,12,298.055364,20.09975124,1.67497927,450.5587715
block,"08'06""","08'07""",br,0,9260,9262,2,0,5.830951895,2.915475947,196.8489804
serve,"08'26""","08'27""",tr,0,9640,9662,22,14.31782106,36.67424164,1.667010984,238.4127288
dig,"08'27""","08'28""",br,0,9663,9694,31,136.4734406,150.6154043,4.858561428,270.9581011
pass,"08'28""","08'30""",bl,0,9694,9785,91,103.0776406,133.7535046,1.469818732,216.4106395
spike,"08'30""","08'31""",br,1,9725,9746,21,172.6962652,33.06055051,1.574311929,165.2568354
block,"08'30""","08'31""",tr,0,9721,9726,5,0,30.6757233,6.13514466,255.4014495
serve,"08'52""","08'53""",br,0,10131,10151,20,11.40175425,18.02775638,0.901387819,168.9783524
dig,"08'54""","08'55""",tr,0,10150,10182,32,48.38388161,34.17601498,1.068000468,255.1892149
pass,"08'55""","08'56""",tl,0,10182,10213,31,52.08646657,53.66563146,1.731149402,367.0908938
spike,"08'57""","08'58""",tr,0,10214,10224,10,149.8432514,15,1.5,884.2063742
block,"08'57""","08'58""",br,1,10211,10214,3,0,23.08679276,7.695597587,417.4184079
serve,"09'54""","09'55""",br,0,11314,11337,23,9.433981132,13.89244399,0.604019304,216.9877267
dig,"09'56""","09'57""",tr,0,11339,11360,21,79.0569415,69.64194139,3.316282923,154.4179737
pass,"09'57""","09'58""",tl,0,11361,13991,2630,59.03388857,49.65883607,0.018881687,290.8968769
spike,"09'58""","09'59""",tr,0,11392,11412,20,122.3315168,172.6528308,8.632641542,246.9664912
block,"09'58""","09'59""",br,0,11387,11391,4,0,26,6.5,268.9094115
dig,"09'59""","10'00""",bl,0,11411,11450,39,108.78419,83.19254774,2.13314225,450.9419256
dig,"10'01""","10'02""",br,0,11450,11481,31,83.43260753,66.85057965,2.156470311,341.9949321
dig,"10'03""","10'04""",tr,0,11482,11511,29,118.5116028,73.1641989,2.52290341,230.9156087
dig,"10'04""","10'05""",tl,0,11511,11538,27,57.28001397,43.01162634,1.593023198,250.3157248
spike,"10'05""","10'06""",tr,0,11537,11548,11,234.2135777,175.1827617,15.92570561,909.0915127
block,"10'05""","10'06""",br,1,11535,11537,2,0,15.29705854,7.64852927,254.1343516
serve,"10'26""","10'27""",br,0,11922,11943,21,19.6468827,10.29563014,0.490268102,195.6486329
dig,"10'28""","10'29""",tr,0,11944,11972,28,128.4562182,120.2206305,4.293593947,188.4436046
pass,"10'29""","10'30""",tl,0,11972,12003,31,59.13543777,68.50547423,2.209854008,266.0278453
spike,"10'31""","10'32""",tr,1,12003,12025,22,260.3632078,160.1124605,7.277839113,56.66821085
block,"10'31""","10'32""",br,0,11999,12004,5,0,18.02775638,3.605551275,181.108637
serve,"10'53""","10'54""",tl,0,12443,12462,19,93.04837452,49.25444142,2.592339022,240.5776196
dig,"10'55""","10'56""",bl,0,12462,12494,32,127.5343091,132.5028302,4.140713442,326.007741
pass,"10'57""","10'58""",br,0,12496,12530,34,90.69729875,136.3561513,4.010475039,334.5578566
spike,"10'58""","10'59""",bl,1,12528,12544,16,142.9475428,218.1559076,13.63474422,252.926567
block,"10'58""","10'59""",tl,0,12525,12530,5,0,41.76122604,8.352245207,398.2796665
serve,"11'15""","11'16""",bl,0,12846,12867,21,79.30952024,14.86606875,0.707908036,211.295676
serve,"12'33""","12'34""",bl,0,14315,14338,23,25,44,1.913043478,185.0001513
dig,"12'34""","12'35""",tr,0,14337,14374,37,118.92855,118.5959527,3.205296019,389.0872054
pass,"12'36""","12'37""",tr,0,14373,14406,33,144.5164351,105.4751155,3.196215623,316.3772715
spike,"12'37""","12'38""",tl,1,14406,14417,11,199.2234926,110.0045454,10.00041321,806.1069107
block,"12'37""","12'38""",bl,0,14402,14406,4,0,33.13608305,8.284020763,328.8653849
serve,"12'58""","12'59""",tl,0,14798,14819,21,32.89376841,37.12142239,1.76768678,234.539644
dig,"12'59""","13'00""",bl,0,14819,14843,24,85.42833254,130,5.416666667,225.9604296
spike,"13'00""","13'01""",br,1,14843,14858,15,136.8502832,92.02173656,6.134782438,222.0572353
block,"13'00""","13'01""",tl,0,14840,14843,3,0,11.70469991,3.901566637,211.659832
serve,"13'23""","13'24""",bl,0,15291,15308,17,56.0357029,33.06055051,1.944738265,431.3884146
dig,"13'24""","13'25""",tl,0,15307,15343,36,110.923397,128.082005,3.557833472,369.1605973
pass,"13'27""","13'28""",tr,0,15344,15376,32,56.40035461,73.79024326,2.305945102,332.4486111
spike,"13'28""","13'29""",tl,1,15377,15396,19,228.5366491,125.0359948,6.580841832,399.857169
block,"13'28""","13'29""",br,0,15372,15377,5,0,32.75667871,6.551335742,320.5669582
serve,"13'44""","13'45""",tl,0,15677,15698,21,71.70076708,60.41522987,2.876915708,268.1902117
dig,"13'45""","13'46""",bl,0,15698,15722,24,81.90848552,76.55063684,3.189609868,219.7265883
pass,"13'47""","13'48""",br,0,15724,15752,28,93.92017888,124.1692393,4.434615691,262.7851766
spike,"13'48""","13'49""",bl,0,15752,15772,20,109.5536398,40.02499219,2.00124961,302.4130974
block,"13'48""","13'49""",tl,1,15749,15754,5,0,28.44292531,5.688585061,252.1513803
serve,"14'05""","14'06""",tr,0,16081,16100,19,84.11896338,67.67569726,3.561878803,325.254266
dig,"14'06""","14'07""",bl,0,16100,16124,24,103.3682737,111.4001795,4.641674147,214.1126321
pass,"14'08""","14'09""",br,0,16125,16154,29,112.0044642,140.7302384,4.852766841,283.8166093
spike,"14'09""","14'10""",bl,0,16155,16167,12,12.04159458,33.13608305,2.761340254,268.4700528
block,"14'09""","14'10""",tl,0,16153,16155,2,0,20.09975124,10.04987562,430.2587628
dig,"14'10""","14'11""",tr,0,16167,16200,33,200.7211997,161.7930777,4.902820537,289.4650701
dig,"14'11""","14'12""",tl,0,16200,16231,31,47.85394446,50.15974482,1.618056284,277.23918
spike,"14'13""","14'14""",tr,0,16231,16254,23,353.9392603,308.1622949,13.39836065,337.4502627
block,"14'13""","14'14""",br,1,16227,16231,4,0,32.06243908,8.015609771,377.6175778
serve,"14'36""","14'37""",bl,0,16658,16679,21,38.32753579,43.56604182,2.07457342,186.71017
dig,"14'37""","14'38""",tl,0,16679,16711,32,63.03173804,73.23933369,2.288729178,214.2278025
pass,"14'38""","14'39""",tr,0,16711,16742,31,52.39274759,46.86149806,1.511661228,302.6355068
spike,"14'40""","14'41""",tl,1,16741,16751,10,238.8828165,72.02777242,7.202777242,834.599855
block,"14'40""","14'41""",bl,0,16738,16741,3,0,29,9.666666667,338.8448347
serve,"15'00""","15'01""",tl,0,17132,17152,20,31.95309062,44.55333882,2.227666941,275.9764189
dig,"15'01""","15'02""",bl,0,17152,17178,26,109.5673309,101.2422837,3.893933987,220.8289594
pass,"15'03""","15'04""",br,0,17180,17209,29,67.41661516,113.8859078,3.92710027,260.2041083
spike,"15'05""","15'06""",bl,1,17209,17230,21,420.1190308,183.3930206,8.73300098,197.684102
block,"15'05""","15'06""",tl,0,17204,17209,5,0,26.2488095,5.249761899,290.1404228
serve,"15'34""","15'35""",tl,0,17758,17781,23,59.07622195,44.20407221,1.921916183,232.5324624
dig,"15'35""","15'36""",bl,0,17781,17813,32,101.8724693,95.4253635,2.98204261,297.6973056
pass,"15'37""","15'38""",br,0,17813,17846,33,75.00666637,131.0953851,3.972587428,390.4426652
block,"15'37""","15'38""",tl,1,17841,17845,4,0,27.20294102,6.800735254,0
serve,"16'42""","16'43""",bl,0,19051,19070,19,38.32753579,30.08321791,1.583327259,170.0122812
dig,"16'43""","16'44""",tr,0,19070,19095,25,50.44799302,44.59820624,1.78392825,193.7088144
pass,"16'44""","16'45""",tl,0,19097,19125,28,47.01063709,60.30754513,2.153840898,256.6592067
spike,"16'45""","16'46""",tr,1,19126,19136,10,196.4611921,21.21320344,2.121320344,549.5410183
block,"16'45""","16'46""",br,0,19122,19124,2,0,21.21320344,10.60660172,420.9949364
serve,"17'04""","17'05""",tr,0,19484,19504,20,107,53,2.65,256.6279232
dig,"17'06""","17'07""",br,0,19504,19535,31,53.26349594,55.4616985,1.789087048,259.7776974
dig,"17'07""","17'08""",br,0,19534,19562,28,69.46221995,122.3315168,4.368982742,238.7221429
spike,"17'08""","17'09""",bl,0,19561,19570,9,82.86132994,48.01041554,5.334490615,463.1797069
block,"17'08""","17'09""",tl,1,19559,19562,3,0,17.4642492,5.821416399,352.9780881
serve,"17'27""","17'28""",tr,0,19913,19935,22,85.28774824,81.49846624,3.704475738,229.781303
dig,"17'29""","17'30""",br,0,19935,19968,33,109.2886087,104.4844486,3.166195412,247.2630852
pass,"17'30""","17'31""",br,0,19968,19999,31,76.15773106,130.9427356,4.223959212,342.9112966
spike,"17'32""","17'33""",bl,1,19999,20005,6,202.4845673,17,2.833333333,452.6867342
block,"17'32""","17'33""",tl,0,19994,19998,4,0,33.24154028,8.310385069,406.5668332
serve,"17'51""","17'52""",br,0,20377,20397,20,38.47076812,33.01514804,1.650757402,167.8112074
dig,"17'53""","17'54""",tr,0,20397,20420,23,137.6735269,129.838361,5.645146133,167.4494406
pass,"17'54""","17'55""",tl,0,20420,20451,31,46.27094121,45.09988914,1.454835133,269.5515262
spike,"17'55""","17'56""",tr,1,20452,20465,13,350.8746215,205.4069132,15.80053179,459.3000287
block,"17'55""","17'56""",br,0,20448,20452,4,0,28.7923601,7.198090024,296.8376078
serve,"18'18""","18'19""",tr,0,20877,20904,27,214.0093456,51.00980298,1.889251962,254.7193232
serve,"18'35""","18'36""",br,0,21213,21230,17,35,13.41640786,0.789200463,238.5502951
serve,"19'00""","19'01""",br,0,21676,21698,22,32.01562119,21.58703314,0.981228779,236.6456918
dig,"19'01""","19'02""",tr,0,21698,21729,31,64.84597135,57.00877125,1.838992621,298.0637033
pass,"19'03""","19'04""",tl,0,21731,21764,33,64.20280368,68.60029154,2.078796713,337.510596
spike,"19'04""","19'05""",tr,0,21764,21774,10,23.19482701,54.03702434,5.403702434,382.1672422
block,"19'04""","19'05""",br,0,21759,21764,5,0,45.01110974,9.002221948,387.6017925
dig,"19'05""","19'06""",bl,0,21774,21802,28,98.02040604,102.0441081,3.644432433,259.0936083
spike,"19'06""","19'07""",bl,1,21802,21818,16,118.2074448,50,3.125,199.1306286
block,"19'06""","19'07""",tl,0,21798,21802,4,0,30.47950131,7.619875327,273.141188
serve,"20'20""","20'21""",br,0,23202,23225,23,20.88061302,27.16615541,1.181137192,331.4052964
dig,"20'21""","20'22""",tl,0,23225,23255,30,96.17692031,80.7093551,2.690311837,201.5992131
dig,"20'23""","20'24""",tr,0,23255,23284,29,52.49761899,41.67733197,1.437149378,279.2464954
spike,"20'24""","20'25""",tl,0,23284,23292,8,116.6190379,30.3644529,3.795556613,590.4835124
block,"20'24""","20'25""",br,0,23282,23284,2,0,21.84032967,10.92016483,295.6233102
dig,"20'25""","20'26""",bl,0,23292,23332,40,397.605332,347.9683894,8.699209734,460.592491
dig,"20'26""","20'27""",bl,0,23332,23368,36,212.0023585,186.0107524,5.166965344,408.52864
dig,"20'28""","20'29""",tl,0,23368,23399,31,48.08326112,34.53983208,1.114188132,248.1272214
pass,"20'31""","20'32""",tr,0,23399,23431,32,61.29437168,43.41658669,1.356768334,287.7567721
spike,"20'32""","20'33""",tl,0,23432,23442,10,33.01514804,34.92849839,3.492849839,193.2834428
pass,"20'33""","20'34""",bl,0,23442,23468,26,132.0984481,145.7978052,5.607607892,231.4676402
dig,"20'34""","20'35""",br,0,23468,23494,26,66.03029608,111.3642672,4.283241045,245.2279922
spike,"20'35""","20'36""",bl,0,23495,23510,15,152.6106156,2,0.133333333,523.8847639
block,"20'35""","20'36""",tl,1,23491,23495,4,0,21,5.25,252.4207994
serve,"21'00""","21'01""",tl,0,23966,23987,21,38.89730068,32.01562119,1.52455339,261.2732908
dig,"21'01""","21'02""",bl,0,23987,24014,27,150.3728699,139.7175723,5.174724899,227.3007806
pass,"21'03""","21'04""",br,0,24015,24044,29,75.02666193,116.1808934,4.006237705,274.0221943
spike,"21'04""","21'05""",bl,1,24044,24065,21,216.2267329,68.0661443,3.241244967,165.6543494
block,"21'04""","21'05""",tl,0,24041,24044,3,0,20,6.666666667,375.0464826
serve,"21'26""","21'27""",br,0,24474,24488,14,28.44292531,15.13274595,1.080910425,392.6811938
dig,"21'27""","21'28""",tl,0,24488,24531,43,32.44996148,34.6554469,0.805940626,554.0361012
dig,"21'30""","21'31""",tr,0,24531,24560,29,51.623638,51.97114584,1.792108477,271.6324438
spike,"21'31""","21'32""",tl,0,24561,24577,16,245.0999796,115.1173314,7.194833216,289.4309214
block,"21'31""","21'32""",bl,0,24556,24561,5,0,34.525353,6.905070601,275.0847035
pass,"21'32""","21'33""",br,0,24577,24598,21,92.13576938,89.94442729,4.283067966,224.5101678
pass,"21'33""","21'34""",bl,0,24599,24630,31,65.2533524,123.7618681,3.992318326,304.1542346
spike,"21'35""","21'36""",br,0,24630,24651,21,189.0105817,182.0247236,8.667843981,175.015729
block,"21'35""","21'36""",tr,0,24626,24629,3,0,13.92838828,4.642796092,385.5363925
dig,"21'36""","21'37""",tl,0,24651,24684,33,29.52964612,34.88552709,1.057137184,300.8128351
spike,"21'38""","21'39""",tr,0,24684,24695,11,257.503398,46.84015371,4.258195792,316.4884745
block,"21'38""","21'39""",br,1,24678,24685,7,0,34.05877273,4.865538962,334.3716174
